FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p544443,2013p544443,2013-07-21T10:39:45.288,174.2739,-41.6114,5.0586,2.7348,M,automatic,31,,WEL(GNS_Primary),2013-07-21T10:42:52.158,POINT (174.2739 -41.611374)
quake.2013p544441,2013p544441,2013-07-21T10:38:37.414,174.4282,-41.4943,14.9609,2.2268,M,reviewed,17,,WEL(GNS_Primary),2013-07-21T10:54:19.663,POINT (174.42822 -41.494346)
quake.2013p544437,2013p544437,2013-07-21T10:36:08.544,174.3479,-41.5781,12.3813,3.6289,M,reviewed,63,,WEL(GNS_Primary),2013-07-21T11:21:43.698,POINT (174.3479 -41.578121)
quake.2013p544435,2013p544435,2013-07-21T10:34:59.802,174.4718,-41.3891,11.693,2.263,M,reviewed,12,earthquake,WEL(GNS_Primary),2013-07-21T11:35:31.944,POINT (174.47176 -41.389107)
quake.2013p544431,2013p544431,2013-07-21T10:32:56.872,174.3008,-41.5913,8.3398,3.4134,M,automatic,68,,WEL(GNS_Primary),2013-07-21T10:37:52.735,POINT (174.30077 -41.591311)
quake.2013p544425,2013p544425,2013-07-21T10:29:38.537,174.2689,-41.3846,16.8359,2.7104,M,automatic,16,,WEL(GNS_Primary),2013-07-21T10:32:38.299,POINT (174.26891 -41.384553)
quake.2013p544418,2013p544418,2013-07-21T10:27:16.307,174.255,-41.6242,11.3867,4.2492,M,reviewed,21,,WEL(GNS_Primary),2013-07-21T10:35:23.86,POINT (174.25504 -41.624166)
quake.2013p544416,2013p544416,2013-07-21T10:24:51.953,174.2841,-41.5735,10.7422,2.3459,M,automatic,15,,WEL(GNS_Primary),2013-07-21T10:26:59.77,POINT (174.28412 -41.573514)
quake.2013p544411,2013p544411,2013-07-21T10:22:28.503,174.2764,-41.5164,5.0586,2.8513,M,automatic,37,,WEL(GNS_Primary),2013-07-21T10:25:45.043,POINT (174.27638 -41.516357)
quake.2013p544408,2013p544408,2013-07-21T10:21:01.24,174.0095,-41.5446,5.1172,3.1563,M,automatic,45,,WEL(GNS_Primary),2013-07-21T10:25:03.38,POINT (174.00947 -41.544577)
quake.2013p544405,2013p544405,2013-07-21T10:19:24.875,174.2984,-41.4763,5.3516,2.8403,M,automatic,33,,WEL(GNS_Primary),2013-07-21T10:22:10.207,POINT (174.29845 -41.476343)
quake.2013p544397,2013p544397,2013-07-21T10:14:55.86,174.2797,-41.6136,5.0586,2.9364,M,automatic,22,,WEL(GNS_Primary),2013-07-21T10:18:01.747,POINT (174.27974 -41.613631)
quake.2013p544393,2013p544393,2013-07-21T10:13:02.288,174.1902,-41.7276,15.8984,3.2146,M,automatic,59,,WEL(GNS_Primary),2013-07-21T10:16:41.198,POINT (174.19024 -41.727573)
quake.2013p544389,2013p544389,2013-07-21T10:10:28.202,174.3559,-41.6098,20.3516,3.3441,M,automatic,71,,WEL(GNS_Primary),2013-07-21T10:14:09.485,POINT (174.35589 -41.609823)
quake.2013p544385,2013p544385,2013-07-21T10:08:26.926,174.4023,-41.5244,10.2734,3.1549,M,automatic,52,,WEL(GNS_Primary),2013-07-21T10:12:43.178,POINT (174.40228 -41.524442)
quake.2013p544379,2013p544379,2013-07-21T10:05:22.866,174.3445,-41.5403,16.6016,3.4106,M,reviewed,44,,WEL(GNS_Primary),2013-07-21T10:47:28.728,POINT (174.3445 -41.540258)
quake.2013p544370,2013p544370,2013-07-21T10:00:21.873,174.2903,-41.5943,14.082,3.7451,M,reviewed,36,,WEL(GNS_Primary),2013-07-21T10:31:15.789,POINT (174.2903 -41.59434)
quake.2013p544363,2013p544363,2013-07-21T09:57:05.3,174.2586,-41.5067,9.9805,3.056,M,automatic,48,,WEL(GNS_Primary),2013-07-21T09:59:29.65,POINT (174.25856 -41.506657)
quake.2013p544361,2013p544361,2013-07-21T09:55:49.087,174.4355,-41.6034,5.2344,2.3583,M,automatic,16,,WEL(GNS_Primary),2013-07-21T09:57:55.325,POINT (174.43549 -41.603405)
quake.2013p544357,2013p544357,2013-07-21T09:53:26.473,174.2903,-41.6256,5.0586,3.0393,M,automatic,28,,WEL(GNS_Primary),2013-07-21T09:56:43.105,POINT (174.29031 -41.62562)
quake.2013p544354,2013p544354,2013-07-21T09:52:14.751,174.3682,-41.5468,8.3984,2.6772,M,automatic,22,,WEL(GNS_Primary),2013-07-21T09:54:23.42,POINT (174.3682 -41.546794)
quake.2013p544351,2013p544351,2013-07-21T09:50:22.58,174.2436,-41.6568,10,3.5417,M,reviewed,13,,WEL(GNS_Primary),2013-07-21T10:23:51.945,POINT (174.24361 -41.65678)
quake.2013p544344,2013p544344,2013-07-21T09:47:43.397,174.351,-41.5436,14.1992,4.5734,M,reviewed,40,,WEL(GNS_Primary),2013-07-21T10:03:44.32,POINT (174.35095 -41.543575)
quake.2013p544340,2013p544340,2013-07-21T09:44:37.39,174.3448,-41.4644,7.4609,2.5914,M,automatic,33,,WEL(GNS_Primary),2013-07-21T09:47:16.628,POINT (174.34485 -41.464365)
quake.2013p544334,2013p544334,2013-07-21T09:42:21.654,174.4318,-41.523,10.332,3.1153,M,automatic,68,,WEL(GNS_Primary),2013-07-21T09:46:26.327,POINT (174.43176 -41.523017)
quake.2013p544328,2013p544328,2013-07-21T09:37:59.369,174.3525,-41.5853,5.0586,2.7324,M,automatic,22,,WEL(GNS_Primary),2013-07-21T09:42:06.101,POINT (174.35254 -41.585327)
quake.2013p544321,2013p544321,2013-07-21T09:34:28.28,174.2982,-41.5893,10,3.2853,M,reviewed,20,,WEL(GNS_Primary),2013-07-21T10:16:30.064,POINT (174.29823 -41.589256)
quake.2013p544317,2013p544317,2013-07-21T09:32:13.133,174.3013,-41.6766,16.8359,4.8252,M,reviewed,45,,WEL(GNS_Primary),2013-07-21T09:42:59.25,POINT (174.3013 -41.676615)
quake.2013p544314,2013p544314,2013-07-21T09:30:47.992,174.3831,-41.5506,5.1172,2.888,M,reviewed,12,,WEL(GNS_Primary),2013-07-21T09:43:43.153,POINT (174.38306 -41.550567)
quake.2013p544309,2013p544309,2013-07-21T09:28:26.687,174.316,-41.6025,8.0742,3.33,M,reviewed,24,earthquake,WEL(GNS_Primary),2013-07-21T10:12:16.673,POINT (174.31596 -41.602516)
quake.2013p544306,2013p544306,2013-07-21T09:27:20.13,174.4158,-41.7813,65.7031,2.6306,M,automatic,13,,WEL(GNS_Primary),2013-07-21T09:29:41.205,POINT (174.41575 -41.781316)
quake.2013p544301,2013p544301,2013-07-21T09:24:41.898,174.8341,-41.377,6.5234,2.2317,M,automatic,19,,WEL(GNS_Primary),2013-07-21T09:27:31.785,POINT (174.8341 -41.37704)
quake.2013p544295,2013p544295,2013-07-21T09:21:43.698,174.1989,-41.5921,9.9805,2.6453,M,automatic,30,,WEL(GNS_Primary),2013-07-21T09:24:01.182,POINT (174.19888 -41.592068)
quake.2013p544289,2013p544289,2013-07-21T09:17:20.996,174.0464,-41.6166,5.1172,2.417,M,automatic,15,,WEL(GNS_Primary),2013-07-21T09:20:16.46,POINT (174.04635 -41.616571)
quake.2013p544281,2013p544281,2013-07-21T09:13:42.147,174.4217,-41.5236,9.043,3.2752,M,automatic,63,,WEL(GNS_Primary),2013-07-21T09:18:54.72,POINT (174.42167 -41.523554)
quake.2013p544276,2013p544276,2013-07-21T09:10:46.785,174.291,-41.5894,9.3945,3.3973,M,automatic,83,,WEL(GNS_Primary),2013-07-21T09:17:10.264,POINT (174.29103 -41.589357)
quake.2013p544274,2013p544274,2013-07-21T09:09:38.065,174.4784,-41.7548,28.2031,2.2955,M,automatic,13,,WEL(GNS_Primary),2013-07-21T09:11:09.001,POINT (174.47837 -41.754795)
quake.2013p544269,2013p544269,2013-07-21T09:06:46.96,174.2379,-41.4591,15.0781,2.6422,M,automatic,15,,WEL(GNS_Primary),2013-07-21T09:09:00.252,POINT (174.23789 -41.459127)
quake.2013p544265,2013p544265,2013-07-21T09:05:16.246,174.2819,-41.479,7.5195,2.5777,M,automatic,34,,WEL(GNS_Primary),2013-07-21T09:08:25.029,POINT (174.2819 -41.478984)
quake.2013p544259,2013p544259,2013-07-21T09:01:27.418,174.3259,-41.5987,14.1992,3.0817,M,automatic,64,,WEL(GNS_Primary),2013-07-21T09:05:09.404,POINT (174.3259 -41.598723)
quake.2013p544254,2013p544254,2013-07-21T08:59:24.089,174.5049,-41.4645,10.1562,2.836,M,automatic,18,,WEL(GNS_Primary),2013-07-21T09:02:41.101,POINT (174.50489 -41.464493)
quake.2013p544253,2013p544253,2013-07-21T08:58:15.789,174.2682,-41.6085,6.6406,2.7562,M,automatic,36,,WEL(GNS_Primary),2013-07-21T09:01:50.657,POINT (174.26816 -41.608495)
quake.2013p544251,2013p544251,2013-07-21T08:57:14.937,174.4118,-41.5439,13.0859,2.3255,M,automatic,20,,WEL(GNS_Primary),2013-07-21T08:59:30.695,POINT (174.41177 -41.543906)
quake.2013p544242,2013p544242,2013-07-21T08:52:50.569,174.2582,-41.6234,5.0586,2.6265,M,automatic,25,,WEL(GNS_Primary),2013-07-21T08:55:05.07,POINT (174.25823 -41.623426)
quake.2013p544238,2013p544238,2013-07-21T08:50:16.847,174.2323,-41.7563,10.5078,2.8899,M,automatic,38,,WEL(GNS_Primary),2013-07-21T09:41:13.892,POINT (174.23232 -41.756335)
quake.2013p544232,2013p544232,2013-07-21T08:46:55.828,174.2829,-41.4932,7.2852,2.8903,M,automatic,39,,WEL(GNS_Primary),2013-07-21T08:50:25.364,POINT (174.28288 -41.493193)
quake.2013p544228,2013p544228,2013-07-21T08:45:01.456,174.3021,-41.5982,8.3984,3.0769,M,automatic,21,,WEL(GNS_Primary),2013-07-21T08:47:41.582,POINT (174.30206 -41.598231)
quake.2013p544222,2013p544222,2013-07-21T08:42:25.144,174.2394,-41.6356,9.1016,4.1972,M,reviewed,18,,WEL(GNS_Primary),2013-07-21T08:56:05.335,POINT (174.23945 -41.635594)
quake.2013p544219,2013p544219,2013-07-21T08:39:53.929,174.3683,-41.5408,11.7383,3.5757,M,automatic,59,,WEL(GNS_Primary),2013-07-21T08:43:45.019,POINT (174.36831 -41.54075)
quake.2013p544214,2013p544214,2013-07-21T08:37:37.388,174.3335,-41.7305,5.2344,3.6952,M,automatic,83,,WEL(GNS_Primary),2013-07-21T08:41:48.951,POINT (174.33352 -41.730527)
quake.2013p544211,2013p544211,2013-07-21T08:35:54.572,174.3803,-41.7065,5.1172,3.6784,M,automatic,64,,WEL(GNS_Primary),2013-07-21T08:39:54.58,POINT (174.38032 -41.706461)
quake.2013p544205,2013p544205,2013-07-21T08:33:16.807,174.3576,-41.8826,5.1172,3.5175,M,automatic,61,,WEL(GNS_Primary),2013-07-21T08:36:59.987,POINT (174.35756 -41.882621)
quake.2013p544195,2013p544195,2013-07-21T08:27:18.292,174.3632,-41.6334,12.6172,4.9555,M,reviewed,25,,WEL(GNS_Primary),2013-07-22T01:07:23.98,POINT (174.36323 -41.633393)
quake.2013p544188,2013p544188,2013-07-21T08:23:43.008,174.2454,-41.7413,5.2344,3.6419,M,automatic,90,,WEL(GNS_Primary),2013-07-21T08:27:51.686,POINT (174.24538 -41.741287)
quake.2013p544185,2013p544185,2013-07-21T08:22:10.107,174.3845,-41.5514,9.8047,2.6848,M,automatic,22,,WEL(GNS_Primary),2013-07-21T08:24:36.253,POINT (174.38447 -41.551443)
quake.2013p544181,2013p544181,2013-07-21T08:19:45.876,174.377,-41.5712,24.1016,3.543,M,automatic,85,,WEL(GNS_Primary),2013-07-21T08:23:34.276,POINT (174.37696 -41.57124)
quake.2013p544174,2013p544174,2013-07-21T08:16:20.693,174.0656,-41.6626,35.2344,2.8754,M,automatic,12,,WEL(GNS_Primary),2013-07-21T08:19:19.227,POINT (174.06562 -41.662602)
quake.2013p544173,2013p544173,2013-07-21T08:15:01.541,174.2946,-41.5759,15.0781,3.0828,M,reviewed,11,,WEL(GNS_Primary),2013-07-22T03:32:44.425,POINT (174.29456 -41.575906)
quake.2013p544164,2013p544164,2013-07-21T08:10:52.454,174.275,-41.625,22.2266,4.4008,M,reviewed,39,,WEL(GNS_Primary),2013-07-21T08:17:28.766,POINT (174.27498 -41.624961)
quake.2013p544160,2013p544160,2013-07-21T08:08:50.028,174.3893,-41.5606,5.0586,2.9781,M,automatic,27,,WEL(GNS_Primary),2013-07-21T08:11:21.277,POINT (174.38931 -41.560552)
quake.2013p544158,2013p544158,2013-07-21T08:07:27.991,174.425,-41.527,5.0586,2.6507,M,automatic,40,,WEL(GNS_Primary),2013-07-21T08:09:56.143,POINT (174.42502 -41.526988)
quake.2013p544155,2013p544155,2013-07-21T08:05:50.09,174.1903,-41.4894,6.1719,2.6695,M,automatic,14,,WEL(GNS_Primary),2013-07-21T08:08:45.96,POINT (174.19029 -41.489423)
quake.2013p544152,2013p544152,2013-07-21T08:04:43.499,174.2314,-41.5544,14.2578,2.7568,M,automatic,14,,WEL(GNS_Primary),2013-07-21T08:08:30.039,POINT (174.23145 -41.554447)
quake.2013p544150,2013p544150,2013-07-21T08:03:07.618,174.3899,-41.6092,9.3359,3.4875,M,automatic,82,,WEL(GNS_Primary),2013-07-21T08:06:49.265,POINT (174.38992 -41.609155)
quake.2013p544143,2013p544143,2013-07-21T07:59:45.428,174.3023,-41.6174,5.1172,2.937,M,automatic,51,,WEL(GNS_Primary),2013-07-21T08:03:30.315,POINT (174.30232 -41.617423)
quake.2013p544136,2013p544136,2013-07-21T07:55:58.939,174.2368,-41.7264,10.7422,3.9779,M,reviewed,43,,WEL(GNS_Primary),2013-07-21T08:09:03.976,POINT (174.23677 -41.726437)
quake.2013p544129,2013p544129,2013-07-21T07:52:18.254,174.3437,-41.5669,18.0078,3.0572,M,automatic,38,,WEL(GNS_Primary),2013-07-21T07:55:24.021,POINT (174.34367 -41.566924)
quake.2013p544125,2013p544125,2013-07-21T07:50:08.417,174.2793,-41.6528,22.2852,3.4208,M,automatic,89,,WEL(GNS_Primary),2013-07-21T07:54:12.96,POINT (174.27934 -41.652824)
quake.2013p544117,2013p544117,2013-07-21T07:45:59,174.2466,-41.6496,22.1094,4.4108,M,reviewed,58,,WEL(GNS_Primary),2013-07-21T08:06:04.912,POINT (174.24664 -41.649569)
quake.2013p544103,2013p544103,2013-07-21T07:38:49.342,174.3022,-41.6078,9.4531,3.8822,M,reviewed,27,,WEL(GNS_Primary),2013-07-21T07:48:39.897,POINT (174.30219 -41.607827)
quake.2013p544101,2013p544101,2013-07-21T07:37:20.024,174.3925,-41.549,5.0586,3.4582,M,automatic,49,,WEL(GNS_Primary),2013-07-21T07:40:51.962,POINT (174.39254 -41.54897)
quake.2013p544095,2013p544095,2013-07-21T07:34:10.649,174.1988,-41.4526,8.8672,3.0889,M,automatic,15,,WEL(GNS_Primary),2013-07-21T07:36:51.699,POINT (174.19885 -41.452555)
quake.2013p544092,2013p544092,2013-07-21T07:33:17.733,174.6963,-41.4278,8.457,2.8417,M,automatic,18,,WEL(GNS_Primary),2013-07-21T07:36:17.373,POINT (174.6963 -41.427808)
quake.2013p544089,2013p544089,2013-07-21T07:30:49.641,174.4561,-41.3867,5.1172,3.2007,M,automatic,18,,WEL(GNS_Primary),2013-07-21T07:33:48.74,POINT (174.45613 -41.38674)
quake.2013p544085,2013p544085,2013-07-21T07:28:49.146,174.2947,-41.6481,16.8359,4.5493,M,reviewed,72,,WEL(GNS_Primary),2013-07-21T07:41:49.804,POINT (174.29471 -41.648062)
quake.2013p544083,2013p544083,2013-07-21T07:27:46.288,174.2802,-41.5167,11.9141,3.479,M,automatic,23,,WEL(GNS_Primary),2013-07-21T07:30:11.374,POINT (174.28019 -41.516677)
quake.2013p544075,2013p544075,2013-07-21T07:23:24.036,174.081,-41.4889,5.5273,2.9834,M,automatic,32,,WEL(GNS_Primary),2013-07-21T07:26:39.235,POINT (174.08104 -41.488916)
quake.2013p544069,2013p544069,2013-07-21T07:20:12.554,174.3944,-41.5359,5.1172,3.0986,M,automatic,33,,WEL(GNS_Primary),2013-07-21T07:22:44.179,POINT (174.39445 -41.535889)
quake.2013p544062,2013p544062,2013-07-21T07:17:17.11,174.4291,-41.5309,7.5195,3.0388,M,automatic,24,,WEL(GNS_Primary),2013-07-21T07:20:07.526,POINT (174.42908 -41.530861)
quake.2013p544059,2013p544059,2013-07-21T07:15:05.507,174.4955,-41.4763,5.1172,3.0891,M,automatic,16,,WEL(GNS_Primary),2013-07-21T07:18:09.576,POINT (174.4955 -41.47631)
quake.2013p544055,2013p544055,2013-07-21T07:12:32.529,174.2582,-41.5091,11.8555,3.4,M,automatic,12,,WEL(GNS_Primary),2013-07-21T07:15:40.156,POINT (174.25819 -41.509148)
quake.2013p544049,2013p544049,2013-07-21T07:09:44.407,174.2661,-41.6378,5.0586,3.7765,M,reviewed,35,,WEL(GNS_Primary),2013-07-21T08:45:55.757,POINT (174.26613 -41.637838)
quake.2013p544042,2013p544042,2013-07-21T07:06:51.124,174.2846,-41.6745,17.5391,3.7657,M,reviewed,36,,WEL(GNS_Primary),2013-07-21T08:25:13.63,POINT (174.28464 -41.674458)
quake.2013p544036,2013p544036,2013-07-21T07:03:11.255,174.3391,-41.4982,5.0586,3.6662,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T08:39:41.089,POINT (174.33912 -41.498186)
quake.2013p544030,2013p544030,2013-07-21T06:59:15.022,174.4009,-41.5392,16.0742,4.9261,M,reviewed,53,,WEL(GNS_Primary),2013-07-21T07:45:33.551,POINT (174.4009 -41.539207)
quake.2013p544022,2013p544022,2013-07-21T06:55:23.821,174.3359,-41.5723,8.9258,3.1746,M,automatic,31,,WEL(GNS_Primary),2013-07-21T06:58:28.588,POINT (174.33594 -41.572327)
quake.2013p544020,2013p544020,2013-07-21T06:54:04.725,174.2544,-41.6802,5.1172,2.8847,M,automatic,21,,WEL(GNS_Primary),2013-07-21T06:56:28.382,POINT (174.25444 -41.680244)
quake.2013p544015,2013p544015,2013-07-21T06:51:36.295,174.2841,-41.4484,5.1172,3.6069,M,automatic,21,,WEL(GNS_Primary),2013-07-21T06:55:23.212,POINT (174.2841 -41.448394)
quake.2013p544011,2013p544011,2013-07-21T06:49:27.95,174.3857,-41.7016,10.0391,4.1854,M,reviewed,50,,WEL(GNS_Primary),2013-07-21T08:11:30.801,POINT (174.38566 -41.701613)
quake.2013p544009,2013p544009,2013-07-21T06:48:25.513,174.366,-41.4883,14.7266,3.3727,M,automatic,20,,WEL(GNS_Primary),2013-07-21T06:50:23.981,POINT (174.36597 -41.488342)
quake.2013p544003,2013p544003,2013-07-21T06:45:19.027,174.4144,-41.5156,12.6172,2.9732,M,reviewed,12,,WEL(GNS_Primary),2013-07-21T08:14:10.512,POINT (174.41435 -41.515623)
quake.2013p544000,2013p544000,2013-07-21T06:43:25.189,174.4339,-41.5081,12.5586,3.2145,M,automatic,31,,WEL(GNS_Primary),2013-07-21T06:45:35.233,POINT (174.43393 -41.508067)
quake.2013p543995,2013p543995,2013-07-21T06:40:56.24,174.4757,-41.688,53.5156,3.1679,M,automatic,11,,WEL(GNS_Primary),2013-07-21T06:43:09.702,POINT (174.47569 -41.687992)
quake.2013p543988,2013p543988,2013-07-21T06:37:13.287,174.3479,-41.4751,5.0586,3.7406,M,automatic,20,,WEL(GNS_Primary),2013-07-21T06:39:13.114,POINT (174.34789 -41.475089)
quake.2013p543984,2013p543984,2013-07-21T06:34:52.487,174.5155,-41.7329,35.3516,3.1763,M,automatic,16,,WEL(GNS_Primary),2013-07-21T06:37:41.262,POINT (174.51553 -41.732949)
quake.2013p543978,2013p543978,2013-07-21T06:31:37.372,174.3645,-41.5669,5.0586,3.2079,M,automatic,39,,WEL(GNS_Primary),2013-07-21T06:40:13.325,POINT (174.36449 -41.566911)
quake.2013p543971,2013p543971,2013-07-21T06:27:52.211,174.3126,-41.5477,12.3828,3.8836,M,reviewed,26,,WEL(GNS_Primary),2013-07-21T06:54:28.218,POINT (174.3126 -41.54766)
quake.2013p543962,2013p543962,2013-07-21T06:23:26.242,174.3686,-41.6177,9.3359,4.5002,M,reviewed,34,,WEL(GNS_Primary),2013-07-21T06:27:33.063,POINT (174.36861 -41.617704)
quake.2013p543959,2013p543959,2013-07-21T06:21:32.674,174.3567,-41.5832,5.1172,3.4138,M,automatic,23,,WEL(GNS_Primary),2013-07-21T06:24:33.283,POINT (174.35671 -41.583156)
quake.2013p543955,2013p543955,2013-07-21T06:19:23.504,174.0044,-41.5884,5.0586,2.9433,M,automatic,11,,WEL(GNS_Primary),2013-07-21T06:20:38.108,POINT (174.00435 -41.588432)
quake.2013p543947,2013p543947,2013-07-21T06:15:19.057,174.1611,-41.5196,5.0586,3.7989,M,reviewed,27,,WEL(GNS_Primary),2013-07-21T06:22:03.361,POINT (174.16114 -41.519637)
quake.2013p543944,2013p543944,2013-07-21T06:13:49.82,174.2394,-41.5839,5.1172,3.7855,M,reviewed,29,,WEL(GNS_Primary),2013-07-21T06:26:05.634,POINT (174.23942 -41.583877)
quake.2013p543941,2013p543941,2013-07-21T06:11:58.666,174.1429,-41.5798,23.9844,3.1707,M,automatic,18,,WEL(GNS_Primary),2013-07-21T06:14:33.24,POINT (174.14289 -41.579786)
quake.2013p543939,2013p543939,2013-07-21T06:10:43.351,174.3889,-41.542,8.5156,3.2369,M,automatic,17,,WEL(GNS_Primary),2013-07-21T06:13:40.412,POINT (174.38894 -41.541982)
quake.2013p543935,2013p543935,2013-07-21T06:08:49.794,174.2741,-41.5891,5.1172,3.986,M,reviewed,20,,WEL(GNS_Primary),2013-07-21T06:18:43.32,POINT (174.27411 -41.589068)
quake.2013p543930,2013p543930,2013-07-21T06:06:22.845,174.3896,-41.5214,16.0742,4.5572,M,reviewed,25,,WEL(GNS_Primary),2013-07-22T00:58:09.542,POINT (174.38964 -41.521359)
quake.2013p543926,2013p543926,2013-07-21T06:04:05.322,174.412,-41.4789,10.9766,3.6459,M,automatic,47,,WEL(GNS_Primary),2013-07-21T06:09:40.339,POINT (174.412 -41.478854)
quake.2013p543917,2013p543917,2013-07-21T05:58:59.344,174.5916,-41.4612,8.9844,3.2784,M,automatic,20,,WEL(GNS_Primary),2013-07-21T06:00:43.391,POINT (174.59155 -41.461208)
quake.2013p543912,2013p543912,2013-07-21T05:57:20.273,174.3931,-41.5242,5.1172,3.3367,M,automatic,24,,WEL(GNS_Primary),2013-07-21T05:59:35.023,POINT (174.39308 -41.524172)
quake.2013p543910,2013p543910,2013-07-21T05:55:27.516,174.3563,-41.5122,30.6641,3.4035,M,automatic,14,,WEL(GNS_Primary),2013-07-21T05:57:10.763,POINT (174.35631 -41.512246)
quake.2013p543908,2013p543908,2013-07-21T05:54:27.332,174.2836,-41.6085,5.1172,3.7087,M,reviewed,23,,WEL(GNS_Primary),2013-07-21T06:20:09.282,POINT (174.28358 -41.608531)
quake.2013p543901,2013p543901,2013-07-21T05:51:06.06,174.3671,-41.86,37.5781,3.7734,M,reviewed,13,,WEL(GNS_Primary),2013-07-21T06:12:10.148,POINT (174.36708 -41.859962)
quake.2013p543899,2013p543899,2013-07-21T05:49:56.094,174.3836,-41.5156,13.0859,3.8565,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T08:26:16.543,POINT (174.38355 -41.51555)
quake.2013p543895,2013p543895,2013-07-21T05:47:32.589,174.1842,-41.67,5.0586,3.9529,M,reviewed,27,,WEL(GNS_Primary),2013-07-21T06:05:43.797,POINT (174.18416 -41.670047)
quake.2013p543890,2013p543890,2013-07-21T05:45:01.519,174.4083,-41.5255,7.2266,3.5582,M,reviewed,29,,WEL(GNS_Primary),2013-07-21T06:01:59.238,POINT (174.40829 -41.525454)
quake.2013p543887,2013p543887,2013-07-21T05:43:16.008,174.3237,-41.598,5.3516,3.5901,M,reviewed,22,,WEL(GNS_Primary),2013-07-21T05:56:29.162,POINT (174.32368 -41.598033)
quake.2013p543879,2013p543879,2013-07-21T05:39:12.611,174.3611,-41.5533,6.2891,3.7681,M,reviewed,18,,WEL(GNS_Primary),2013-07-21T05:51:05.462,POINT (174.36109 -41.553257)
quake.2013p543877,2013p543877,2013-07-21T05:38:07.081,174.2538,-41.6166,7.9883,3.9146,M,reviewed,25,,WEL(GNS_Primary),2013-07-21T08:29:46.563,POINT (174.25384 -41.616623)
quake.2013p543874,2013p543874,2013-07-21T05:36:24.378,174.3367,-41.5409,7.4609,3.7574,M,reviewed,17,,WEL(GNS_Primary),2013-07-21T08:21:23.136,POINT (174.33671 -41.540862)
quake.2013p543865,2013p543865,2013-07-21T05:31:38.12,174.3685,-41.566,6.0547,4.6354,M,reviewed,28,,WEL(GNS_Primary),2013-07-21T05:47:47.722,POINT (174.36847 -41.565986)
quake.2013p543861,2013p543861,2013-07-21T05:29:31.088,174.3225,-41.5538,19.8828,4.8493,M,reviewed,17,,WEL(GNS_Primary),2013-07-22T00:50:52.532,POINT (174.32248 -41.553789)
quake.2013p543858,2013p543858,2013-07-21T05:27:37.744,174.4103,-41.6068,15.1625,3.5465,M,reviewed,15,,WEL(GNS_Primary),2013-07-21T23:45:49.847,POINT (174.41031 -41.606835)
quake.2013p543851,2013p543851,2013-07-21T05:23:54.756,174.2855,-41.5852,13.3203,4.3151,M,reviewed,22,,WEL(GNS_Primary),2013-07-21T05:30:11.92,POINT (174.28548 -41.585231)
quake.2013p543846,2013p543846,2013-07-21T05:21:28.989,174.3081,-41.6305,15.195,4.2796,M,reviewed,21,,WEL(GNS_Primary),2013-07-21T23:39:13.942,POINT (174.3081 -41.630522)
quake.2013p543840,2013p543840,2013-07-21T05:18:12.993,174.3313,-41.5518,5.0586,4.4116,M,reviewed,11,,WEL(GNS_Primary),2013-07-21T05:25:56.342,POINT (174.33126 -41.551754)
quake.2013p543838,2013p543838,2013-07-21T05:17:00.242,174.4345,-41.5145,7.6953,4.5888,M,reviewed,25,,WEL(GNS_Primary),2013-07-21T05:22:06.12,POINT (174.43453 -41.514549)
quake.2013p543832,2013p543832,2013-07-21T05:13:50.268,174.366,-41.5353,12.6758,5.2298,M,reviewed,22,,WEL(GNS_Primary),2013-07-22T00:38:15.801,POINT (174.36604 -41.535261)
quake.2013p543829,2013p543829,2013-07-21T05:13:12.906,174.2833,-41.5893,10.0391,4.693,M,reviewed,26,,WEL(GNS_Primary),2013-07-22T00:29:24.164,POINT (174.28333 -41.589339)
quake.2013p543824,2013p543824,2013-07-21T05:09:30.55,174.3287,-41.5957,12.8516,6.4888,M,reviewed,22,,WEL(GNS_Primary),2013-07-22T00:15:10.295,POINT (174.32866 -41.595676)
quake.2013p543820,2013p543820,2013-07-21T05:07:21.888,174.3503,-41.5955,5.1172,1.7885,M,automatic,12,,WEL(GNS_Primary),2013-07-21T05:08:56.187,POINT (174.35028 -41.595478)
quake.2013p543812,2013p543812,2013-07-21T05:04:29.846,174.4542,-41.6075,5.0586,2.7179,M,automatic,27,,WEL(GNS_Primary),2013-07-21T06:51:10.359,POINT (174.45417 -41.607499)
quake.2013p543810,2013p543810,2013-07-21T05:02:23.164,174.3092,-41.5809,5.1172,2.0873,M,automatic,19,,WEL(GNS_Primary),2013-07-21T05:04:32.383,POINT (174.30924 -41.580925)
quake.2013p543807,2013p543807,2013-07-21T05:00:47.493,174.3462,-41.6337,10.2734,1.8534,M,automatic,19,,WEL(GNS_Primary),2013-07-21T05:02:44.896,POINT (174.34621 -41.633727)
quake.2013p543800,2013p543800,2013-07-21T04:56:50.312,174.3675,-41.5566,8.2227,1.9075,M,automatic,20,,WEL(GNS_Primary),2013-07-21T04:58:33.564,POINT (174.36754 -41.556575)
quake.2013p543795,2013p543795,2013-07-21T04:54:21.797,174.3635,-41.5527,9.9805,2.2385,M,automatic,23,,WEL(GNS_Primary),2013-07-21T04:57:16.495,POINT (174.36348 -41.552702)
